gene_name,gene_id,full_name,synonyms,tf_function_go,tf_process_go,n_function_terms,n_process_terms,evidence_codes,has_dna_binding,is_activator,is_repressor
SWI3,S000003712,Subunit of the SWI/SNF chromatin remodeling complex,YJL176C|HAF2|TYE2,GO:0003677,GO:0045893|GO:0045944,8,7,IBA|IDA|IEA|IMP|IPI,True,True,False
SWI4,S000000913,DNA binding component of the SBF complex (Swi4p-Swi6p),YER111C|ART1|SBF complex DNA-binding subunit SWI4,GO:0001228|GO:0003677,,6,5,HDA|IBA|IDA|IEA|IMP|IPI,True,True,False
SWI5,S000002553,Transcription factor that recruits Mediator and Swi/Snf complexes,YDR146C|DNA-binding transcription factor SWI5,GO:0000981|GO:0003677,GO:0006357,10,5,HDA|IBA|IDA|IEA|IMP|IPI,True,False,False
SWI6,S000004172,Transcription cofactor,YLR182W|PSL8|SDS11|transcriptional regulator SWI6,GO:0003677,GO:0045944,5,6,IBA|IDA|IEA|IMP|IPI,True,True,False
SWP82,S000001845,Member of the SWI/SNF chromatin remodeling complex,YFL049W,,GO:0045944,0,2,HDA|IC|IDA|IEA,False,True,False
SWR1,S000002742,Swi2/Snf2-related ATPase,YDR334W|chromatin-remodeling protein SWR1,GO:0003677,,11,9,HDA|IBA|IDA|IEA|IMP,True,False,False
TAF1,S000003506,"TFIID subunit, involved in RNA pol II transcription initiation",YGR274C|TAF145|TAF130|TafII130|TafII145|KAT4|histone acetyltransferase,,GO:0006366,15,10,IBA|IC|IDA|IEA|IMP,False,False,False
TAF10,S000002574,Subunit (145 kDa) of TFIID and SAGA complexes,YDR167W|TAF25|TAF23|TafII25,,GO:0006366,4,7,IC|IDA|IEA|IMP,False,False,False
TAF11,S000004477,TFIID subunit (40 kDa),YML015C|TAF40|TafII40|TATA-binding protein-associated factor TAF11,,GO:0006366|GO:0045893,6,7,IBA|IC|IDA|IEA|IMP,False,False,False
TAF12,S000002552,Subunit (61/68 kDa) of TFIID and SAGA complexes,YDR145W|TAF61|TAF68|TafII68|TafII61,GO:0003677,GO:0006366,11,12,IBA|IC|IDA|IEA|IMP|IPI,True,False,False
TAF13,S000004564,TFIID subunit (19 kDa),YML098W|TAF19|FUN81|TafII19,,GO:0006366,3,6,HDA|IBA|IC|IDA|IEA|IMP,False,False,False
TAF14,S000006050,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,,GO:0006355|GO:0006366,3,13,IC|IDA|IEA|IPI,False,False,False
TAF2,S000000638,TFIID subunit (150 kDa),YCR042C|TSM1|TAF150|TafII150,,GO:0006366,6,4,IBA|IC|IDA|IEA,False,False,False
TAF3,S000005932,TFIID subunit (47 kDa),YPL011C|TAF47|TafII47,,GO:0006366,3,3,IC|IDA|IEA,False,False,False
TAF4,S000004607,TFIID subunit (48 kDa),YMR005W|MPT1|TAF48|TSG2|TafII48,GO:0003677,GO:0006366,6,5,IBA|IC|IDA|IEA|IPI,True,False,False
TAF5,S000000402,Subunit (90 kDa) of TFIID and SAGA complexes,YBR198C|TAF90|TafII90|chromatin modification protein,,GO:0006355|GO:0006366,4,8,IBA|IC|IDA|IEA|IMP,False,False,False
TAF6,S000003080,Subunit (60 kDa) of TFIID and SAGA complexes,YGL112C|TAF60|TafII60|TATA-binding protein-associated factor TAF6,,GO:0006366|GO:0045944,10,12,IBA|IC|IDA|IEA|IMP|IPI,False,True,False
TAF7,S000004840,TFIID subunit (67 kDa),YMR227C|TAF67|TafII67|TATA-binding protein-associated factor TAF7,,GO:0006366,3,5,HDA|IBA|IC|IDA|IEA|IMP,False,False,False
TAF8,S000004582,TFIID subunit (65 kDa),YML114C|TAF65|TafII65,,GO:0006366,1,3,HDA|IC|IDA|IEA,False,False,False
TAF9,S000004849,Subunit (17 kDa) of TFIID and SAGA complexes,YMR236W|TAF17|TafII17|chromatin modification protein,,GO:0006366|GO:0045944,7,10,IBA|IC|IDA|IEA|IMP,False,True,False
TAH11,S000003807,DNA replication licensing factor,YJR046W|CDT1|SID2,GO:0003677,,2,5,IDA|IEA|IMP,True,False,False
TBF1,S000006049,Telobox-containing general regulatory factor,YPL128C|LPI16,GO:0000981|GO:0003677,GO:0006357,8,8,HDA|IBA|IDA|IEA|IGI|IMP,True,False,False
TBS1,S000000354,Protein of unknown function,YBR150C,GO:0000981|GO:0003677,GO:0006351|GO:0006355|GO:0006357,9,5,HDA|IEA|ND,True,False,False
TDA9,S000004546,Transcription factor that regulates acetate production,YML081W|AAF1,GO:0000981|GO:0003677,GO:0006357,8,2,HDA|IBA|IDA|IEA|IMP,True,False,False
TEA1,S000005864,Ty1 enhancer activator involved in Ty enhancer-mediated transcription,YOR337W,GO:0000981|GO:0003677,GO:0006351|GO:0006355|GO:0006357,10,5,HDA|IDA|IEA,True,False,False
TEC1,S000000287,Transcription factor targeting filamentation genes and Ty1 expression,YBR083W|ROC1,GO:0000981|GO:0001228|GO:0003677|GO:0003700,GO:0006355|GO:0006357,9,9,HDA|IBA|IDA|IEA|IGI|IMP,True,True,False
TEL2,S000003331,"Subunit of the ASTRA complex, involved in chromatin remodeling",YGR099W,GO:0003677,,4,5,HDA|IBA|IDA|IEA|IMP,True,False,False
TEN1,S000004000,Protein that regulates telomeric length,YLR010C,,GO:0006357,3,7,IDA|IEA|IGI|IMP|IPI,False,False,False
TFA1,S000001511,TFIIE large subunit,YKL028W|transcription factor TFIIE subunit TFA1,,GO:0006366,5,9,HDA|IBA|IDA|IEA|IGI|IMP|IPI,False,False,False
TFA2,S000001770,TFIIE small subunit,YKR062W|transcription factor TFIIE subunit TFA2,GO:0003677,GO:0006366,4,7,IBA|IDA|IEA|IGI|IPI,True,False,False
TFB1,S000002719,Subunit of TFIIH and nucleotide excision repair factor 3 complexes,YDR311W|TFIIH/NER complex subunit TFB1,,GO:0006351|GO:0006366,2,13,IBA|IDA|IEA|IMP,False,False,False
TFB2,S000006043,Subunit of TFIIH and nucleotide excision repair factor 3 complexes,YPL122C|TFIIH/NER complex subunit TFB2,,GO:0006366,3,11,IBA|IDA|IEA|IMP|IPI,False,False,False
TFB3,S000002868,Subunit of TFIIH and nucleotide excision repair factor 3 complexes,YDR460W|RIG2|TFIIH/NER complex subunit TFB3,,GO:0006357|GO:0006366,3,9,IBA|IC|IDA|IEA|IMP,False,False,False
TFB4,S000006260,Subunit of TFIIH complex,YPR056W|TFIIH/NER complex subunit TFB4,,GO:0006355|GO:0006366,2,10,IBA|IC|IDA|IEA|IMP|IPI,False,False,False
TFB5,S000007603,Component of RNA polymerase II general transcription factor TFIIH,YDR079C-A|TFIIH complex subunit TFB5,,GO:0006366,1,12,HDA|IBA|IC|IDA|IEA|IMP|IPI,False,False,False
TFC1,S000000327,Subunit of RNA polymerase III transcription initiation factor complex,YBR123C|tau 95|transcription factor TFIIIC subunit TFC1,GO:0003677,,5,5,IBA|IDA|IEA|IMP,True,False,False
TFC3,S000000001,Subunit of RNA polymerase III transcription initiation factor complex,YAL001C|FUN24|TSV115|tau 138|transcription factor TFIIIC subunit TFC3,GO:0003677,,6,9,HDA|IBA|IDA|IEA|IMP,True,False,False
TFC4,S000003279,Subunit of RNA polymerase III transcription initiation factor complex,YGR047C|PCF1|tau 131|transcription factor TFIIIC subunit TFC4,GO:0003677,,5,7,HDA|IBA|IDA|IEA|IMP,True,False,False
TFC6,S000002770,Subunit of RNA polymerase III transcription initiation factor complex,YDR362C|tau 91|transcription factor TFIIIC subunit TFC6,GO:0003677,,5,7,IBA|IDA|IEA|IGI|ISA,True,False,False
TFC7,S000005636,RNA pol III transcription initiation factor complex (TFIIIC) subunit,YOR110W|tau 55|transcription factor TFIIIC subunit TFC7,GO:0003677,,8,7,IDA|IEA|IMP,True,False,False
TFC8,S000005928,Subunit of RNA polymerase III transcription initiation factor complex,YPL007C|tau 60|transcription factor TFIIIC subunit TFC8,GO:0003677,,5,8,IDA|IEA|IGI|IMP,True,False,False
TFG1,S000003418,TFIIF (Transcription Factor II) largest subunit,YGR186W|SSU71|RAP74|transcription factor IIF subunit TFG1,GO:0003677,GO:0045944,6,25,IBA|IC|IDA|IEA|IGI|IMP,True,True,False
TFG2,S000003237,TFIIF (Transcription Factor II) middle subunit,YGR005C|transcription factor IIF subunit TFG2,GO:0003677,GO:0006366,4,11,IBA|IC|IDA|IEA|IMP,True,False,False
THI2,S000000444,Transcriptional activator of thiamine biosynthetic genes,YBR240C|PHO6|phoF,GO:0000981|GO:0003677,GO:0006355|GO:0045944,7,5,IDA|IEA|IMP,True,True,False
THI3,S000002238,Regulatory protein that binds Pdc2p and Thi2p transcription factors,YDL080C|KID1|branched-chain-2-oxoacid decarboxylase THI3,,GO:0045944,10,7,HDA|IBA|IDA|IEA|IMP|IPI,False,True,False
TOA1,S000005720,TFIIA large subunit,YOR194C|transcription initiation factor IIA large subunit,,GO:0006355|GO:0006366,5,7,IBA|IDA|IEA|IGI,False,False,False
TOD6,S000000150,PAC motif binding protein involved in rRNA and ribosome biogenesis,YBL054W|PBF1,GO:0003677,GO:0006357,3,1,HDA|IDA|IEA|IMP,True,False,False
TOF1,S000005217,Subunit of a replication-pausing checkpoint complex,YNL273W,GO:0003677,,2,24,IBA|IDA|IEA|IGI|IMP|ND,True,False,False
TOG1,S000000986,Transcriptional activator of oleate genes,YER184C,GO:0000981|GO:0003677|GO:0003700,GO:0006351|GO:0006355|GO:0045944,28,4,HDA|IC|IDA|IEA|IMP,True,True,False
TOP1,S000005366,Topoisomerase I,YOL006C|MAK1|MAK17|DNA topoisomerase 1,GO:0003677,GO:0006357,29,25,IBA|IDA|IEA|IGI|IMP|IPI,True,False,False
TOP2,S000005032,Topoisomerase II,YNL088W|TOR3|TRF3|DNA topoisomerase 2,GO:0003677,,29,18,HDA|IBA|IDA|IEA|IGI|IMP,True,False,False
TOP3,S000004224,DNA Topoisomerase III,YLR234W|EDR1|DNA topoisomerase 3,GO:0003677,,16,11,IBA|IC|IDA|IEA|IGI|IMP|IPI,True,False,False
TOS8,S000003064,Homeodomain-containing protein and putative transcription factor,YGL096W,GO:0000981|GO:0003677,GO:0006355|GO:0006357,7,3,IBA|IDA|IEA|ND,True,False,False
TRA1,S000001141,Subunit of SAGA and NuA4 histone acetyltransferase complexes,YHR099W|histone acetyltransferase TRA1,,GO:0006355|GO:0045944,2,8,HDA|IBA|IDA|IEA|IMP,False,True,False
TRI1,S000004846,Non-essential sumoylated protein of unknown function,YMR233W,GO:0001228,GO:0006357|GO:0045944,2,3,HDA|IBA|IEA|ND,False,True,False
TUP1,S000000680,"General repressor of transcription, forms complex with Cyc8p",YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,,GO:0000122|GO:0006357|GO:0045944,8,21,IDA|IEA|IMP|IPI,False,True,True
TYE7,S000005871,Serine-rich protein that contains a bHLH DNA binding motif,YOR344C|SGC1,GO:0003677|GO:0003700,GO:0006355,5,4,HDA|IDA|IEA|IGI|IMP,True,False,False
UAF30,S000005821,Subunit of UAF (upstream activation factor) complex,YOR295W,GO:0001228,GO:0006357|GO:0045944,3,5,IBA|IDA|IEA|IMP,False,True,False
UGA3,S000002329,Transcriptional activator for GABA-dependent induction of GABA genes,YDL170W,GO:0000981|GO:0001228|GO:0003677,GO:0006355|GO:0045944,10,6,IDA|IEA|IGI|IMP,True,True,False
ULP2,S000001293,Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins,YIL031W|SMT4|SUMO protease ULP2,,GO:0006355,8,9,IDA|IEA|IMP,False,False,False
UME1,S000006060,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,YPL139C|WTM3,,GO:0045944,1,8,HDA|IDA|IEA|IMP,False,True,False
UME6,S000002615,Rpd3L histone deacetylase complex subunit,YDR207C|CAR80|NIM2|RIM16|DNA-binding transcriptional regulator UME6,GO:0000981|GO:0001227|GO:0003677,GO:0000122|GO:0006355|GO:0045944,17,18,HDA|IDA|IEA|IMP|IPI,True,True,True
UPC2,S000002621,Sterol regulatory element binding protein,YDR213W|MOX4,GO:0000981|GO:0001228|GO:0003677,GO:0006355|GO:0006357|GO:0045944,10,10,HDA|IBA|IC|IDA|IEA|IGI|IMP,True,True,False
URC2,S000002928,Putative Zn(II)2Cys6 motif containing transcription factor,YDR520C|RRT4,GO:0000981|GO:0003677,GO:0006355|GO:0006357,8,6,HDA|IEA|ISS,True,False,False
URE2,S000005173,Nitrogen catabolite repression transcriptional regulator,YNL229C|[URE3]|glutathione peroxidase,,GO:0045892,5,12,IDA|IEA|IGI|IMP|IPI,False,False,False
USV1,S000006151,Putative transcription factor containing a C2H2 zinc finger,YPL230W|NSF1,GO:0000981|GO:0003677,GO:0006357,6,3,HDA|IBA|IDA|IEA|IMP,True,False,False
VHR1,S000001318,Transcriptional activator,YIL056W,GO:0000981|GO:0003677,GO:0045944,4,3,HDA|IDA|IEA|IMP,True,True,False
VHR2,S000000866,Non-essential nuclear protein,YER064C,GO:0003677,GO:0006355,2,1,HDA|IEA|IMP|ND,True,False,False
VID22,S000004365,Glycosylated integral membrane protein localized to plasma membrane,YLR373C,GO:0003677,GO:0006357,3,3,HDA|IBA|IDA|IEA|IMP|ND,True,False,False
VID28,S000001279,"GID Complex subunit, serves as adaptor for regulatory subunit Vid24p",YIL017C|YIL017W|GID5|glucose-induced degradation complex subunit VID28,,GO:0045944,1,7,HDA|HMP|IBA|IDA|IEA|IMP|ND,False,True,False
VMA1,S000002344,Subunit A of the V1 peripheral membrane domain of V-ATPase,YDL185W|CLS8|TFP1|H(+)-transporting V1 sector ATPase subunit A,GO:0003677,,17,18,HDA|IBA|IDA|IEA|IMP,True,False,False
VPS72,S000002893,Htz1p-binding component of the SWR1 complex,YDR485C|SWC2,,GO:0006355,1,10,HDA|IBA|IDA|IEA|IMP|IPI,False,False,False
WAR1,S000004541,Homodimeric Zn2Cys6 zinc finger transcription factor,YML076C,GO:0000981|GO:0003677|GO:0003700,GO:0006355,10,4,HDA|IBA|IC|IDA|IEA|IMP,True,False,False
WTM1,S000005756,Transcriptional modulator,YOR230W|transcriptional modulator,,GO:0045944,3,13,HDA|IDA|IEA|IGI|IMP|IPI,False,True,False
WTM2,S000005755,Transcriptional modulator,YOR229W|transcriptional modulator,GO:0000981,GO:0045944,5,12,IDA|IEA|IGI|IMP|IPI,False,True,False
XBP1,S000001363,Transcriptional repressor,YIL101C,GO:0000981|GO:0003677|GO:0003700,GO:0000122,7,14,HDA|IBA|IDA|IEA|IMP,True,False,True
XRS2,S000002777,FHA domain-containing component of the Mre11 complex,YDR369C,GO:0003677,,6,15,IDA|IEA|IGI|IMP|IPI,True,False,False
YAF9,S000005051,Subunit of NuA4 histone H4 acetyltransferase and SWR1 complexes,YNL107W|YEATS domain-containing protein YAF9,,GO:0006355,1,8,HDA|IDA|IEA|IMP|IPI,False,False,False
YAK1,S000003677,Serine-threonine protein kinase,YJL141C|serine/threonine protein kinase YAK1,,GO:0045944,20,21,HDA|IBA|IDA|IEA|IGI|IMP,False,True,False
YAP1,S000004466,Basic leucine zipper (bZIP) transcription factor,YML007W|PAR1|SNQ3|PDR4|DNA-binding transcription factor YAP1,GO:0003677|GO:0003700,GO:0006355,3,8,HDA|HMP|IDA|IEA|IMP,True,False,False
YAP3,S000001001,Basic leucine zipper (bZIP) transcription factor,YHL009C,GO:0003677|GO:0003700,GO:0006355|GO:0006357,4,2,HDA|IC|IDA|IEA,True,False,False
YAP5,S000001457,Basic leucine zipper (bZIP) iron-sensing transcription factor,YIR018W,GO:0000981|GO:0003677|GO:0003700,GO:0000122|GO:0006355|GO:0045944,3,6,IDA|IEA|IMP,True,True,True
YAP6,S000002667,Basic leucine zipper (bZIP) transcription factor,YDR259C|HAL7,GO:0000981|GO:0003677|GO:0003700,GO:0000122|GO:0006355|GO:0045944,6,5,HDA|IDA|IEA|IMP|IPI,True,True,True
YAP7,S000005388,Transcriptional repressor of nitric oxide oxidase,YOL028C,GO:0003677|GO:0003700,GO:0006355|GO:0045944,3,3,IC|IDA|IEA|ISS,True,True,False
YAR009C,S000000067,Retrotransposon TYA Gag and TYB Pol genes,YAR009C|YARCTyB1-1|truncated gag-pol fusion protein,GO:0003677,,20,13,HDA|IDA|IEA|ISS,True,False,False
YBL005W-B,S000002147,Retrotransposon TYA Gag and TYB Pol genes,YBL005W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YBL100W-B,S000002149,Retrotransposon TYA Gag and TYB Pol genes,YBL100W-B|YBL101W-B|TY2B_B|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YBR012W-B,S000002155,Retrotransposon TYA Gag and TYB Pol genes,YBR012W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YCL019W,S000000524,Retrotransposon TYA Gag and TYB Pol genes,YCL019W|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YCR087C-A,S000007223,Putative protein of unknown function,YCR087C-A,GO:0003677,GO:0000122,4,3,HDA|IBA|IEA|ND,True,False,True
YDR034C-D,S000007345,Retrotransposon TYA Gag and TYB Pol genes,YDR034C-D|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YDR098C-B,S000007391,Retrotransposon TYA Gag and TYB Pol genes,YDR098C-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YDR210C-D,S000007410,Retrotransposon TYA Gag and TYB Pol genes,YDR210C-D|YDR210W-D|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YDR210W-B,S000007393,Retrotransposon TYA Gag and TYB Pol genes,YDR210W-B|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YDR261C-D,S000007395,Retrotransposon TYA Gag and TYB Pol genes,YDR261C-D|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YDR261W-B,S000007397,Retrotransposon TYA Gag and TYB Pol genes,YDR261W-B|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YDR316W-B,S000007399,Retrotransposon TYA Gag and TYB Pol genes,YDR316W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YDR365W-B,S000007401,Retrotransposon TYA Gag and TYB Pol genes,YDR365W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YER138C,S000000940,Retrotransposon TYA Gag and TYB Pol genes,YER138C|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YER160C,S000000962,Retrotransposon TYA Gag and TYB Pol genes,YER160C|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YFL002W-A,S000002962,Retrotransposon TYA Gag and TYB Pol genes,YFL002W-A|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YGR027W-B,S000007406,Retrotransposon TYA Gag and TYB Pol genes,YGR027W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YGR038C-B,S000007408,Retrotransposon TYA Gag and TYB Pol genes,YGR038C-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YGR067C,S000003299,Putative protein of unknown function,YGR067C,GO:0000981|GO:0003677,GO:0006357,6,2,HDA|IBA|IEA|ND,True,False,False
YGR109W-A,S000007346,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,YGR109W-A|gag protein,GO:0003677,,7,1,IDA|IEA|IMP,True,False,False
YGR109W-B,S000007347,Retrotransposon TYA Gag and TYB Pol genes,YGR109W-B|gag-pol fusion protein,GO:0003677,,28,12,IDA|IEA|ISS,True,False,False
YGR122W,S000003354,Protein that may be involved in pH regulation,YGR122W,,GO:0000122,1,3,HDA|IMP|ND,False,False,True
YGR161C-D,S000007368,Retrotransposon TYA Gag and TYB Pol genes,YGR161C-D|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YGR161W-B,S000007370,Retrotransposon TYA Gag and TYB Pol genes,YGR161W-B|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YHL009W-B,S000007372,Retrotransposon TYA Gag and TYB Pol genes,YHL009W-B|gag-pol fusion protein,GO:0003677,,24,13,IDA|IEA|ISS,True,False,False
YHM2,S000004854,Citrate and oxoglutarate carrier protein,YMR241W,GO:0003677,,5,7,HDA|IBA|IDA|IEA|IGI|IMP,True,False,False
YHP1,S000002859,Homeobox transcriptional repressor,YDR451C,GO:0000981|GO:0003677,GO:0000122|GO:0006355|GO:0006357,9,6,IBA|IDA|IEA|IGI|IMP,True,False,True
YHR214C-B,S000003534,Retrotransposon TYA Gag and TYB Pol genes,YHR214C-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YIL082W-A,S000003537,Retrotransposon TYA Gag and TYB Pol genes,YIL082W-A|gag-pol fusion protein,GO:0003677,,28,12,IDA|IEA|ISS,True,False,False
YJL113W,S000003649,Retrotransposon TYA Gag and TYB Pol genes,YJL113W|gag-pol fusion protein,GO:0003677,,24,13,HDA|IDA|IEA|ISS,True,False,False
YJL206C,S000003741,Putative protein of unknown function,YJL206C,GO:0000981|GO:0003677,GO:0006351|GO:0006355|GO:0045944,9,5,IBA|IEA|ND,True,True,False
YJR027W,S000003788,Retrotransposon TYA Gag and TYB Pol genes,YJR027W|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YJR029W,S000003790,Retrotransposon TYA Gag and TYB Pol genes,YJR029W|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YKL222C,S000001705,Protein of unknown function,YKL222C,GO:0000981|GO:0003677,GO:0006351|GO:0006355|GO:0006357,9,5,HDA|IDA|IEA|ND,True,False,False
YKU70,S000004897,Subunit of the telomeric Ku complex (Yku70p-Yku80p),YMR284W|HDF1|NES24|KU70|ATP-dependent DNA helicase YKU70,GO:0003677,,15,30,IBA|IDA|IEA|IGI|IMP,True,False,False
YKU80,S000004712,Subunit of telomeric Ku complex (Yku70p-Yku80p),YMR106C|HDF2|ATP-dependent DNA helicase YKU80,GO:0003677,,17,24,IBA|IDA|IEA|IGI|IMP,True,False,False
YLL054C,S000003977,Putative protein of unknown function with similarity to Pip2p,YLL054C,GO:0000981|GO:0003677,GO:0006355|GO:0045944,9,4,HDA|IBA|IEA|ISA|ND,True,True,False
YLR035C-A,S000007225,Retrotransposon TYA Gag and TYB Pol genes,YLR035C-A|gag-pol fusion protein,GO:0003677,,22,13,IDA|IEA|ISS,True,False,False
YLR157C-B,S000007374,Retrotransposon TYA Gag and TYB Pol genes,YLR157C-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YLR227W-B,S000007376,Retrotransposon TYA Gag and TYB Pol genes,YLR227W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YLR278C,S000004268,Zinc-cluster protein,YLR278C,GO:0000981|GO:0003677,GO:0006351|GO:0006355|GO:0045944,10,5,HDA|IBA|IEA|ND,True,True,False
YLR410W-B,S000007380,Retrotransposon TYA Gag and TYB Pol genes,YLR410W-B|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YML039W,S000004503,Retrotransposon TYA Gag and TYB Pol genes,YML039W|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YML045W,S000004508,Retrotransposon TYA Gag and TYB Pol genes,YML045W|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YMR045C,S000004648,Retrotransposon TYA Gag and TYB Pol genes,YMR045C|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YMR050C,S000004653,Retrotransposon TYA Gag and TYB Pol genes,YMR050C|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YMR114C,S000004720,Protein of unknown function,YMR114C|putative peptide hydrolase,GO:0003677,,5,5,HDA|IEA|ND,True,False,False
YNL054W-B,S000007385,TyB Gag-Pol protein,YNL054W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YNL284C-B,S000007387,Retrotransposon TYA Gag and TYB Pol genes,YNL284C-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YOL103W-B,S000007350,Retrotransposon TYA Gag and TYB Pol genes,YOL103W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YOR142W-B,S000007352,Retrotransposon TYA Gag and TYB Pol genes,YOR142W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YOR192C-B,S000007354,Retrotransposon TYA Gag and TYB Pol genes,YOR192C-B|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YOR338W,S000005865,Putative protein of unknown function,YOR338W,,GO:0006357|GO:0045944,3,5,HMP|IBA|ND,False,True,False
YOR343W-B,S000007356,Retrotransposon TYA Gag and TYB Pol genes,YOR343W-B|YOR343C-B|gag-pol fusion protein,GO:0003677,,25,13,IDA|IEA|ISS,True,False,False
YOX1,S000004489,Homeobox transcriptional repressor,YML027W,GO:0000981|GO:0003677,GO:0006355|GO:0006357,10,7,HDA|IBA|IDA|IEA|IGI|IMP,True,False,False
YPL060C-A,S000007388,TyA Gag protein,YPL060C-A|gag-pol fusion protein,GO:0003677,,18,10,IEA,True,False,False
YPL257W-B,S000007358,Retrotransposon TYA Gag and TYB Pol genes,YPL257W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YPR015C,S000006219,Putative zinc finger transcription factor,YPR015C,GO:0000981,GO:0006357,3,2,IBA|IEA|ND,False,False,False
YPR137C-B,S000007360,Retrotransposon TYA Gag and TYB Pol genes,YPR137C-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YPR158C-D,S000007362,Retrotransposon TYA Gag and TYB Pol genes,YPR158C-D|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YPR158W-B,S000007364,Retrotransposon TYA Gag and TYB Pol genes,YPR158W-B|gag-pol fusion protein,GO:0003677,,26,14,IDA|IEA|ISS,True,False,False
YPR196W,S000006400,Putative maltose-responsive transcription factor,YPR196W|putative maltose-responsive transcription factor,GO:0000981|GO:0003677,GO:0006355|GO:0006357,10,5,HDA|IEA|ISA|ND,True,False,False
YRA2,S000001697,Member of the REF (RNA and export factor binding proteins) family,YKL214C,GO:0003677,,5,2,IDA|IEA|IMP,True,False,False
YRM1,S000005698,Zinc finger transcription factor involved in multidrug resistance,YOR172W,GO:0000981|GO:0003677,GO:0006355|GO:0006357,7,4,HDA|IDA|IEA|IMP,True,False,False
YRR1,S000005688,Zn2-Cys6 zinc-finger transcription factor,YOR162C|PDR2,GO:0000981|GO:0003677,GO:0006355|GO:0045944,11,8,HDA|IC|IDA|IEA|IGI|IMP,True,True,False
YTA7,S000003502,Chromatin-binding ATPase that regulates histone gene expression,YGR270W,,GO:0000122|GO:0045944,14,8,HDA|IBA|IDA|IEA|IMP,False,True,True
ZAP1,S000003592,Zinc-regulated transcription factor,YJL056C|ZRG10,GO:0000981|GO:0003677,GO:0006357|GO:0045944,11,8,IBA|IDA|IEA|IMP,True,True,False
ZIP2,S000003218,Meiosis-specific protein,YGL249W,GO:0003677,,3,7,HDA|IDA|IEA|IMP,True,False,False
